repo_name,last_pushed_at,created_at,default_branch,cfn_file_count,total_resources,resource_types,platform_pct,application_pct,data_pct,other_pct,nested_stacks,cross_stack_refs,custom_resources,sam_transforms,parameters,conditions,has_terraform,cfn_lines,aws_account_ids,app_ids
aws-cost-explorer-reports,01/14/2025 21:31,11/05/2024 21:52,main,3,12,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,62,37,0,1,0,0,0,false,3,0,false,771,none,none
aws-transit-public-elb-mule-rtf,12/20/2024 23:19,12/18/2024 23:42,dev,2,27,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,40,59,0,1,0,5,2,false,2,5,false,2052,242937548904|514712703977|686137062481|757620174545,none
gis-geomartcloud-dpv-fidelity-meta-collector,12/17/2024 16:54,12/28/2021 23:52,main,1,1,AWS::ApplicationAutoScaling::ScalableTarget|AWS::ApplicationAutoScaling::ScalingPolicy|AWS::CloudFormation::Interface|AWS::DynamoDB::Table|AWS::IAM::Role|AWS::SSM::Parameter,33,0,66,1,0,0,0,false,1,3,false,353,none,APP-2675
gis-geomartcloud-geomartdcm-infrastructure,11/20/2024 18:24,01/13/2021 17:02,main,4,43,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::Role|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBProxy|AWS::RDS::DBProxyEndpoint|AWS::RDS::DBProxyTargetGroup|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SSM::Parameter,47,0,52,1,0,0,0,false,4,2,false,1928,none,none
ccsp-cdp-cfs-report-generator-module,11/19/2024 19:26,09/10/2024 12:50,main,1,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,false,265,720720378559,none
pge-crm-cicd-testautomation,11/18/2024 09:15,07/30/2021 09:51,main,1,11,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,false,337,none,none
aws-transit-public-elb-crmis,11/14/2024 20:27,03/23/2023 22:17,dev,2,26,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,40,59,0,1,0,4,2,false,2,5,false,1766,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-transit-public-elb,11/14/2024 17:59,02/22/2023 21:28,dev,5,36,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,50,50,0,0,0,8,2,false,4,6,false,2986,100538557244|223104556128|242937548904|514712703977|686137062481|757620174545,APP-2102
aws-transit-public-elb-geomart,11/14/2024 16:44,09/25/2023 17:42,test,2,25,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,36,63,0,1,0,4,2,false,2,6,false,1650,242937548904|514712703977|686137062481|757620174545,APP-2102
gis-gmcloud-hawc-batch-edlinemerge,11/04/2024 17:31,10/19/2022 12:33,main,1,2,AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,71,28,0,1,0,0,0,false,1,0,false,372,none,none
aws-bmc-discovery,10/31/2024 20:52,10/08/2021 23:39,main,2,9,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::SSM::Parameter,80,19,0,1,0,0,0,false,2,0,false,397,none,none
aws_obm_integration,10/31/2024 19:44,07/01/2021 21:41,dev,4,22,AWS::ApiGateway::Deployment|AWS::ApiGateway::Method|AWS::ApiGateway::Model|AWS::ApiGateway::RequestValidator|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::Events::EventBus|AWS::Events::EventBusPolicy|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::S3::Bucket|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,30,69,0,1,0,0,1,false,3,0,false,1346,018250382163|514712703977,none
apptio-cloudability-automation,10/31/2024 19:02,08/26/2021 20:28,dev,3,13,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::S3::Bucket|AWS::SecretsManager::ResourcePolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter,43,56,0,1,0,0,0,false,3,0,false,987,686137062481,none
aws-health-aware,10/31/2024 15:20,09/30/2024 16:45,main,2,9,AWS::CloudFormation::Interface|AWS::CloudFormation::StackSet|AWS::DynamoDB::GlobalTable|AWS::DynamoDB::Table|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::SecretsManager::Secret,24,54,21,1,1,0,1,false,2,48,true,952,none,APP-2102
aws-transit-public-elb-mule-cloudhub-mtls,10/30/2024 17:35,12/14/2023 22:54,test,2,30,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,40,59,0,1,0,8,2,false,2,8,false,2099,242937548904|514712703977|686137062481|757620174545,APP-2102
PlatformLogRetentionRule,10/29/2024 16:38,10/29/2024 16:12,main,1,0,AWS::Events::Rule|AWS::IAM::Role,100,0,0,0,0,0,0,false,1,0,false,53,686137062481,none
LambdaAuthorizerWithGroupFiltering,10/29/2024 14:30,07/30/2020 02:27,dev,1,5,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::SSM::Parameter,60,40,0,0,0,0,0,false,1,0,false,335,none,none
aws-cwd-eimc-api,10/29/2024 14:30,10/04/2020 16:43,master,5,20,AWS::ApiGateway::ApiKey|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::CloudFormation::Interface|AWS::IAM::Role|AWS::Lambda::Function|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SSM::Parameter,46,53,0,1,0,1,1,true,3,0,false,1043,514712703977|686137062481|979244888321,APP-2763
aws-transit-cloudwatch-metrics,10/18/2024 18:02,09/03/2024 22:39,main,2,16,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,45,54,0,1,0,0,0,false,1,0,false,564,none,none
mulesoft-cloudformation-templates,10/17/2024 17:10,05/28/2021 18:55,master,43,236,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,43,0,false,16636,720720378559|735941387769,none
gis-geomartcloud-createjob-pycommonlambda,10/15/2024 02:59,09/17/2021 22:22,main,1,3,AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,66,33,0,1,0,0,0,false,1,0,false,309,none,APP-3020
aws-waf-rules-automation-crmis,10/14/2024 23:50,04/13/2023 21:06,dev,2,7,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,75,25,0,0,0,0,0,false,2,0,false,609,686137062481,none
ccsp-cdp-kinesis-consumer,10/03/2024 17:06,04/25/2022 10:16,qa,1,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,false,265,720720378559,none
aws-cwd-aop-templates,09/23/2024 10:10,09/25/2020 15:31,master,37,128,AWS::ApiGateway::Account|AWS::ApiGateway::ApiKey|AWS::ApiGateway::Stage|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::Batch::ComputeEnvironment|AWS::Batch::JobDefinition|AWS::Batch::JobQueue|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::Events::Rule|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::LayerVersion|AWS::Lambda::LayerVersionPermission|AWS::Lambda::Permission|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBSubnetGroup|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SSM::Parameter,68,17,13,2,0,0,0,true,35,12,false,9065,979244888321,APP-2671|APP-2761|APP-2763
pge-ecm-datasync-infra,09/17/2024 20:57,04/16/2024 23:01,main,4,21,AWS::DataSync::LocationEFS|AWS::DataSync::Task|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,4,0,false,860,none,none
pge-ecm-crm-acm,09/10/2024 19:51,08/01/2021 03:12,main,2,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,87,12,0,1,0,0,1,false,2,0,false,546,514712703977,none
aws-waf-rules-automation-splunk,09/09/2024 16:44,04/17/2023 15:26,dev,2,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,75,25,0,0,0,0,0,false,2,0,false,536,686137062481,none
aws-transit-public-elb-splunk,09/09/2024 05:07,04/06/2023 17:45,dev,3,28,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,39,60,0,1,0,4,3,false,3,5,false,1867,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-cloudwatch-metrics,09/04/2024 18:55,09/04/2024 18:51,main,2,9,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,68,32,0,0,0,0,0,false,2,0,false,397,none,none
ccsp-cdp-batch-utility-lambda,09/02/2024 10:56,08/13/2024 17:41,main,3,7,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,982,336392948345|720720378559|780761660372,APP-2395
swaggergitsync,08/26/2024 16:13,11/10/2018 00:38,master,1,0,AWS::CloudFormation::Interface|AWS::S3::Bucket,0,0,0,0,0,0,0,false,1,0,false,101,none,APP-2102
emergency-website-backup-publish,08/20/2024 20:25,05/21/2020 14:52,master,1,8,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter,66,33,0,1,0,0,0,false,1,0,false,909,none,none
ccsp-cdp-extract-monitoring,08/19/2024 12:44,05/18/2023 11:13,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1003,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-ses-batch-env-lambda,08/19/2024 09:26,07/30/2024 12:03,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,990,336392948345|580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-batch-step-function,08/19/2024 04:12,08/13/2024 16:41,main,2,2,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::Logs::LogGroup|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,100,0,0,0,0,0,0,false,2,0,false,1655,780761660372,APP-2395
ccsp-cdp-eks-cluster,08/14/2024 09:40,06/09/2021 09:54,main,2,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,807,720720378559,none
aws-lz-artifactory-token-renewal,08/13/2024 18:24,06/10/2021 17:48,main,2,12,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SES::ConfigurationSet|AWS::SES::ConfigurationSetEventDestination|AWS::SES::Template|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,36,63,0,1,0,0,1,false,2,0,false,1168,420165488524,APP-2102
aws-eks-reference-implementation,08/09/2024 21:46,02/24/2021 01:10,main,6,37,AWS::AutoScaling::AutoScalingGroup|AWS::AutoScaling::LaunchConfiguration|AWS::CloudFormation::CustomResource|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupEgress|AWS::EC2::SecurityGroupIngress|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::ECR::Repository|AWS::EKS::Cluster|AWS::IAM::Group|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,84,16,0,0,0,1,1,false,6,3,false,2626,514712703977,APP-2102
aws-amps-tags,08/09/2024 14:36,10/23/2020 22:13,master,1,6,AWS::CloudFormation::Interface|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,42,57,0,1,0,0,0,false,1,0,false,355,686137062481,none
gis-geomartcloud-dpv-fidelity-lambda,08/08/2024 20:09,12/27/2021 19:04,main,1,6,AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,55,44,0,1,0,0,0,false,1,0,false,371,none,APP-2675
eweb-infra-reference,08/05/2024 23:29,07/01/2024 17:01,main,134,435,AWS::ApiGateway::Account|AWS::Athena::NamedQuery|AWS::CloudFormation::Interface|AWS::CloudFront::Distribution|AWS::CloudFront::ResponseHeadersPolicy|AWS::CloudWatch::Alarm|AWS::CloudWatch::AnomalyDetector|AWS::CloudWatch::CompositeAlarm|AWS::CloudWatch::Dashboard|AWS::CodeBuild::Project|AWS::CodeBuild::SourceCredential|AWS::CodePipeline::Pipeline|AWS::Cognito::UserPool|AWS::Cognito::UserPoolClient|AWS::Cognito::UserPoolDomain|AWS::Cognito::UserPoolIdentityProvider|AWS::DynamoDB::GlobalTable|AWS::EC2::FlowLog|AWS::EC2::Instance|AWS::EC2::NetworkAcl|AWS::EC2::NetworkAclEntry|AWS::EC2::RouteTable|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::SubnetNetworkAclAssociation|AWS::EC2::SubnetRouteTableAssociation|AWS::EC2::VPC|AWS::EC2::VPCEndpoint|AWS::Elasticsearch::Domain|AWS::Events::Rule|AWS::Glue::Crawler|AWS::Glue::Database|AWS::IAM::InstanceProfile|AWS::IAM::Policy|AWS::IAM::Role|AWS::IAM::ServiceLinkedRole|AWS::KinesisFirehose::DeliveryStream|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::LayerVersion|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Logs::MetricFilter|AWS::Logs::ResourcePolicy|AWS::Route53::HealthCheck|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter|AWS::WAF::IPSet|AWS::WAF::Rule|AWS::WAF::WebACL|AWS::WAFRegional::IPSet|AWS::WAFRegional::Rule|AWS::WAFRegional::WebACL|AWS::WAFv2::IPSet|AWS::WAFv2::WebACL,79,18,2,1,0,1,4,false,94,25,false,31076,034420808610|164755717202|686137062481|868907362424|900405192347,APP-2704|EWEB|APP-2704
aws-transit-availability-metrics,08/02/2024 20:31,08/02/2024 17:00,dev,2,10,AWS::ApiGateway::ApiKey|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::SSM::Parameter,48,51,0,1,0,6,0,false,2,0,false,577,514712703977|686137062481,none
aws-waf-rules-automation-geomart-unsite,07/31/2024 16:09,07/29/2024 22:01,nonprod,2,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,75,25,0,0,0,0,0,false,2,0,false,492,686137062481,none
ccsp-cdp-db-trigger-batch-lambda,07/30/2024 10:27,05/29/2024 15:37,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1048,580247275435|720720378559|780761660372|901920570463,APP-2395
aws-transit-public-elb-geomart-unsite,07/29/2024 22:30,07/29/2024 22:27,dev,2,27,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,34,65,0,1,0,4,2,false,2,9,false,1707,242937548904|514712703977|686137062481|757620174545,APP-2102
crm-gdl-search,07/25/2024 12:46,03/14/2023 14:03,dev,1,5,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::ECR::Repository|AWS::IAM::Policy|AWS::IAM::Role|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,3,false,649,none,none
aws-logging-central-nlbaccesslogs-spoke,07/23/2024 15:31,02/22/2021 07:12,main,1,1,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy,33,66,0,1,0,0,0,false,1,0,false,313,none,APP-2102
cscoe-prisma-utils,06/26/2024 16:19,12/02/2020 17:52,master,5,28,AWS::CloudFormation::Interface|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::IAM::User|AWS::KMS::Alias|AWS::KMS::Key|AWS::SecretsManager::ResourcePolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,5,0,true,915,241689241215|686137062481|739846873405,none
aws-waf-sample,06/23/2024 04:43,01/29/2019 22:39,master,17,130,AWS::CloudFormation::Interface|AWS::CloudFormation::Stack|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::SNS::Topic|AWS::WAF::ByteMatchSet|AWS::WAF::IPSet|AWS::WAF::Rule|AWS::WAF::SizeConstraintSet|AWS::WAF::SqlInjectionMatchSet|AWS::WAF::WebACL|AWS::WAF::XssMatchSet|AWS::WAFRegional::ByteMatchSet|AWS::WAFRegional::IPSet|AWS::WAFRegional::Rule|AWS::WAFRegional::SizeConstraintSet|AWS::WAFRegional::SqlInjectionMatchSet|AWS::WAFRegional::WebACL|AWS::WAFRegional::XssMatchSet,12,87,0,1,9,0,0,false,1,15,false,4614,none,none
aws-waf-security-automations-LEGACY,06/22/2024 23:53,01/19/2019 04:22,master,6,2,AWS::ApiGateway::Deployment|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::CloudFormation::Interface|AWS::CloudFormation::Stack|AWS::CloudWatch::Dashboard|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::WAF::IPSet|AWS::WAF::Rule|AWS::WAF::SqlInjectionMatchSet|AWS::WAF::WebACL|AWS::WAF::XssMatchSet|AWS::WAFRegional::IPSet|AWS::WAFRegional::Rule|AWS::WAFRegional::SqlInjectionMatchSet|AWS::WAFRegional::WebACL|AWS::WAFRegional::XssMatchSet,13,86,0,1,4,0,10,false,6,76,false,3796,none,none
aws-cfn-s3web,06/20/2024 21:24,10/09/2018 21:40,main,23,94,AWS::CloudFormation::Interface|AWS::CloudFormation::Macro|AWS::CloudFront::Distribution|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Route53::RecordSet|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine|AWS::WAF::IPSet|AWS::WAF::Rule|AWS::WAF::WebACL|AWS::WAFRegional::IPSet|AWS::WAFRegional::Rule|AWS::WAFRegional::WebACL,44,55,0,1,0,0,3,false,19,7,false,7037,012345678910|166654309347|514712703977|670341405383|717339529996,none
ccsp-cdp-rest-api-gateway,06/20/2024 10:45,08/18/2023 07:56,main,2,10,AWS::ApiGateway::Account|AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::IAM::Role|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::SSM::Parameter,11,88,0,1,0,0,0,true,2,0,false,508,none,none
ccsp-cdp-apiiterator,06/04/2024 17:02,09/14/2021 15:26,qa,1,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,false,268,720720378559,none
